country,year,sex,age,cases,total_annual_cases
EG,2003,m,35-44,675,5118
EG,2003,m,45-54,631,5118
EG,2003,m,55-64,404,5118
EG,2003,m,65+,195,5118
EG,2004,f,0-14,44,5383
EG,2004,f,15-24,491,5383
EG,2004,f,25-34,317,5383
EG,2004,f,35-44,233,5383
EG,2004,f,45-54,233,5383
EG,2004,f,55-64,111,5383
EG,2004,f,65+,54,5383
EG,2004,m,0-14,14,5383
EG,2004,m,15-24,563,5383
EG,2004,m,25-34,763,5383
EG,2004,m,35-44,588,5383
EG,2004,m,45-54,502,5383
EG,2004,m,55-64,502,5383
EG,2004,m,65+,204,5383
EG,2005,f,0-14,48,5217
EG,2005,f,15-24,431,5217
EG,2005,f,25-34,298,5217
EG,2005,f,35-44,205,5217
EG,2005,f,45-54,218,5217
EG,2005,f,55-64,132,5217
EG,2005,f,65+,42,5217
EG,2005,m,0-14,25,5217
EG,2005,m,15-24,524,5217
EG,2005,m,25-34,606,5217
EG,2005,m,35-44,421,5217
EG,2005,m,45-54,414,5217
EG,2005,m,55-64,243,5217
EG,2005,m,65+,123,5217
EG,2006,f,0-14,64,4745
EG,2006,f,0-4,8,4745
EG,2006,f,15-24,470,4745
EG,2006,f,25-34,367,4745
EG,2006,f,35-44,338,4745
EG,2006,f,45-54,279,4745
EG,2006,f,5-14,55,4745
EG,2006,f,55-64,155,4745
EG,2006,f,65+,87,4745
EG,2006,m,0-14,54,4745
EG,2006,m,0-4,19,4745
EG,2006,m,15-24,542,4745
EG,2006,m,25-34,728,4745
EG,2006,m,35-44,563,4745
EG,2006,m,45-54,587,4745
EG,2006,m,5-14,35,4745
EG,2006,m,55-64,340,4745
EG,2006,m,65+,136,4745
EG,2007,f,0-14,25,4887
EG,2007,f,15-24,500,4887
EG,2007,f,25-34,325,4887
EG,2007,f,35-44,245,4887
EG,2007,f,45-54,225,4887
EG,2007,f,55-64,173,4887
EG,2007,f,65+,72,4887
EG,2007,m,0-14,35,4887
EG,2007,m,15-24,588,4887
EG,2007,m,25-34,853,4887
EG,2007,m,35-44,629,4887
EG,2007,m,45-54,643,4887
EG,2007,m,55-64,359,4887
EG,2007,m,65+,214,4887
EG,2008,f,0-14,7,5102
EG,2008,f,0-4,0,5102
EG,2008,f,15-24,382,5102
EG,2008,f,25-34,412,5102
EG,2008,f,35-44,308,5102
EG,2008,f,45-54,195,5102
EG,2008,f,5-14,7,5102
EG,2008,f,55-64,169,5102
EG,2008,f,65+,113,5102
EG,2008,f,unknown,3,5102
EG,2008,m,0-14,13,5102
EG,2008,m,0-4,0,5102
EG,2008,m,15-24,581,5102
EG,2008,m,25-34,640,5102
EG,2008,m,35-44,807,5102
EG,2008,m,45-54,791,5102
EG,2008,m,5-14,13,5102
EG,2008,m,55-64,431,5102
EG,2008,m,65+,242,5102
EG,2008,m,unknown,8,5102
ER,1997,f,0-14,0,120
ER,1997,f,15-24,3,120
ER,1997,f,25-34,10,120
ER,1997,f,35-44,20,120
ER,1997,f,45-54,10,120
ER,1997,f,55-64,4,120
ER,1997,f,65+,5,120
ER,1997,m,0-14,0,120
ER,1997,m,15-24,2,120
ER,1997,m,25-34,12,120
ER,1997,m,35-44,21,120
ER,1997,m,45-54,12,120
ER,1997,m,55-64,6,120
ER,1997,m,65+,4,120
ER,1998,f,0-14,3,135
ER,1998,f,15-24,43,135
ER,1998,f,25-34,29,135
ER,1998,f,35-44,11,135
ER,1998,f,45-54,9,135
ER,1998,f,55-64,6,135
ER,1998,f,65+,5,135
ER,1998,m,0-14,4,135
ER,1998,m,15-24,36,135
ER,1998,m,25-34,30,135
ER,1998,m,35-44,19,135
ER,1998,m,45-54,15,135
ER,1998,m,55-64,8,135
ER,1998,m,65+,10,135
ER,1999,f,0-14,3,527
ER,1999,f,15-24,65,527
ER,1999,f,25-34,94,527
ER,1999,f,35-44,34,527
ER,1999,f,45-54,30,527
ER,1999,f,55-64,17,527
ER,1999,f,65+,7,527
ER,1999,m,0-14,3,527
ER,1999,m,15-24,55,527
ER,1999,m,25-34,75,527
ER,1999,m,35-44,49,527
ER,1999,m,45-54,51,527
ER,1999,m,55-64,30,527
ER,1999,m,65+,17,527
ER,2000,f,0-14,10,590
ER,2000,f,15-24,100,590
ER,2000,f,25-34,87,590
ER,2000,f,35-44,71,590
ER,2000,f,45-54,21,590
ER,2000,f,55-64,12,590
ER,2000,f,65+,8,590
ER,2000,m,0-14,9,590
ER,2000,m,15-24,70,590
ER,2000,m,25-34,75,590
ER,2000,m,35-44,57,590
ER,2000,m,45-54,32,590
ER,2000,m,55-64,25,590
ER,2000,m,65+,20,590
ER,2001,f,0-14,9,702
ER,2001,f,15-24,96,702
ER,2001,f,25-34,76,702
ER,2001,f,35-44,66,702
ER,2001,f,45-54,50,702
ER,2001,f,55-64,31,702
ER,2001,f,65+,15,702
ER,2001,m,0-14,5,702
ER,2001,m,15-24,79,702
ER,2001,m,25-34,95,702
ER,2001,m,35-44,77,702
ER,2001,m,45-54,40,702
ER,2001,m,55-64,42,702
ER,2001,m,65+,21,702
ER,2002,f,0-14,15,646
ER,2002,f,15-24,75,646
ER,2002,f,25-34,85,646
ER,2002,f,35-44,52,646
ER,2002,f,45-54,39,646
ER,2002,f,55-64,30,646
ER,2002,f,65+,20,646
ER,2002,m,0-14,16,646
ER,2002,m,15-24,85,646
ER,2002,m,25-34,88,646
ER,2002,m,35-44,53,646
ER,2002,m,45-54,41,646
ER,2002,m,55-64,24,646
ER,2002,m,65+,23,646
ER,2003,f,0-14,27,887
ER,2003,f,15-24,120,887
ER,2003,f,25-34,149,887
ER,2003,f,35-44,100,887
ER,2003,f,45-54,60,887
ER,2003,f,55-64,36,887
ER,2003,f,65+,22,887
ER,2003,m,0-14,17,887
ER,2003,m,15-24,90,887
ER,2003,m,25-34,85,887
ER,2003,m,35-44,55,887
ER,2003,m,45-54,46,887
ER,2003,m,55-64,44,887
ER,2003,m,65+,36,887
ER,2004,f,0-14,13,720
ER,2004,f,15-24,95,720
ER,2004,f,25-34,118,720
ER,2004,f,35-44,67,720
ER,2004,f,45-54,43,720
ER,2004,f,55-64,23,720
ER,2004,f,65+,20,720
ER,2004,m,0-14,14,720
ER,2004,m,15-24,67,720
ER,2004,m,25-34,61,720
ER,2004,m,35-44,45,720
ER,2004,m,45-54,45,720
ER,2004,m,55-64,39,720
ER,2004,m,65+,29,720
ER,2005,f,0-14,8,687
ER,2005,f,15-24,67,687
ER,2005,f,25-34,127,687
ER,2005,f,35-44,72,687
ER,2005,f,45-54,39,687
ER,2005,f,55-64,21,687
ER,2005,f,65+,18,687
ER,2005,m,0-14,9,687
ER,2005,m,15-24,68,687
ER,2005,m,25-34,73,687
ER,2005,m,35-44,50,687
ER,2005,m,45-54,45,687
ER,2005,m,55-64,51,687
ER,2005,m,65+,39,687
ER,2006,f,0-14,17,680
ER,2006,f,15-24,109,680
ER,2006,f,25-34,123,680
ER,2006,f,35-44,64,680
ER,2006,f,45-54,45,680
ER,2006,f,55-64,19,680
ER,2006,f,65+,18,680
ER,2006,m,0-14,6,680
ER,2006,m,15-24,50,680
ER,2006,m,25-34,55,680
ER,2006,m,35-44,44,680
ER,2006,m,45-54,52,680
ER,2006,m,55-64,42,680
ER,2006,m,65+,36,680
ER,2007,f,0-14,2,694
ER,2007,f,0-4,0,694
ER,2007,f,15-24,70,694
ER,2007,f,25-34,89,694
ER,2007,f,35-44,56,694
ER,2007,f,45-54,47,694
ER,2007,f,5-14,2,694
ER,2007,f,55-64,21,694
ER,2007,f,65+,15,694
ER,2007,m,0-14,21,694
ER,2007,m,0-4,4,694
ER,2007,m,15-24,56,694
ER,2007,m,25-34,85,694
ER,2007,m,35-44,73,694
ER,2007,m,45-54,62,694
ER,2007,m,5-14,17,694
ER,2007,m,55-64,53,694
ER,2007,m,65+,44,694
ES,1995,f,0-14,23,2605
ES,1995,f,15-24,90,2605
ES,1995,f,25-34,129,2605
ES,1995,f,35-44,64,2605
ES,1995,f,45-54,39,2605
ES,1995,f,55-64,34,2605
ES,1995,f,65+,98,2605
ES,1995,m,0-14,22,2605
ES,1995,m,15-24,132,2605
ES,1995,m,25-34,337,2605
ES,1995,m,35-44,242,2605
ES,1995,m,45-54,150,2605
ES,1995,m,55-64,112,2605
ES,1995,m,65+,228,2605
ES,1998,f,0-14,3,1906
ES,1998,f,15-24,149,1906
ES,1998,f,25-34,167,1906
ES,1998,f,35-44,61,1906
ES,1998,f,45-54,27,1906
ES,1998,f,55-64,25,1906
ES,1998,f,65+,104,1906
ES,1998,m,0-14,25,1906
ES,1998,m,15-24,186,1906
ES,1998,m,25-34,361,1906
ES,1998,m,35-44,294,1906
ES,1998,m,45-54,195,1906
ES,1998,m,55-64,114,1906
ES,1998,m,65+,205,1906
ES,2001,f,0-14,15,2456
ES,2001,f,15-24,140,2456
ES,2001,f,25-34,237,2456
ES,2001,f,35-44,116,2456
ES,2001,f,45-54,37,2456
ES,2001,f,55-64,21,2456
ES,2001,f,65+,83,2456
ES,2001,m,0-14,13,2456
ES,2001,m,15-24,160,2456
ES,2001,m,25-34,355,2456
ES,2001,m,35-44,351,2456
ES,2001,m,45-54,215,2456
ES,2001,m,55-64,134,2456
ES,2001,m,65+,232,2456
ES,2002,f,0-14,17,3317
ES,2002,f,15-24,194,3317
ES,2002,f,25-34,265,3317
ES,2002,f,35-44,131,3317
ES,2002,f,45-54,56,3317
ES,2002,f,55-64,29,3317
ES,2002,f,65+,117,3317
ES,2002,m,0-14,22,3317
ES,2002,m,15-24,189,3317
ES,2002,m,25-34,392,3317
ES,2002,m,35-44,405,3317
ES,2002,m,45-54,300,3317
ES,2002,m,55-64,192,3317
ES,2002,m,65+,337,3317
ES,2003,f,0-14,6,2876
ES,2003,f,15-24,138,2876
ES,2003,f,25-34,218,2876
ES,2003,f,35-44,113,2876
ES,2003,f,45-54,51,2876
ES,2003,f,55-64,29,2876
ES,2003,f,65+,87,2876
ES,2003,m,0-14,7,2876
ES,2003,m,15-24,153,2876
ES,2003,m,25-34,334,2876
ES,2003,m,35-44,305,2876
ES,2003,m,45-54,219,2876
ES,2003,m,55-64,132,2876
ES,2003,m,65+,222,2876
ES,2004,f,0-14,9,2082
ES,2004,f,15-24,158,2082
ES,2004,f,25-34,202,2082
ES,2004,f,35-44,125,2082
ES,2004,f,45-54,48,2082
ES,2004,f,55-64,22,2082
ES,2004,f,65+,82,2082
ES,2004,m,0-14,14,2082
ES,2004,m,15-24,140,2082
ES,2004,m,25-34,301,2082
ES,2004,m,35-44,312,2082
ES,2004,m,45-54,229,2082
ES,2004,m,55-64,142,2082
ES,2004,m,65+,227,2082
ES,2005,f,0-14,10,2511
ES,2005,f,0-4,6,2511
ES,2005,f,15-24,142,2511
ES,2005,f,25-34,252,2511
ES,2005,f,35-44,151,2511
ES,2005,f,45-54,63,2511
ES,2005,f,5-14,4,2511
ES,2005,f,55-64,24,2511
ES,2005,f,65+,108,2511
ES,2005,f,unknown,2,2511
ES,2005,m,0-14,13,2511
ES,2005,m,0-4,6,2511
ES,2005,m,15-24,166,2511
ES,2005,m,25-34,394,2511
ES,2005,m,35-44,367,2511
ES,2005,m,45-54,230,2511
ES,2005,m,5-14,7,2511
ES,2005,m,55-64,140,2511
ES,2005,m,65+,230,2511
ES,2005,m,unknown,2,2511
ES,2006,f,0-14,17,2006
ES,2006,f,0-4,8,2006
ES,2006,f,15-24,122,2006
ES,2006,f,25-34,264,2006
ES,2006,f,35-44,137,2006
ES,2006,f,45-54,48,2006
ES,2006,f,5-14,9,2006
ES,2006,f,55-64,19,2006
ES,2006,f,65+,77,2006
ES,2006,f,unknown,1,2006
ES,2006,m,0-14,18,2006
ES,2006,m,0-4,12,2006
ES,2006,m,15-24,142,2006
ES,2006,m,25-34,332,2006
ES,2006,m,35-44,311,2006
ES,2006,m,45-54,232,2006
ES,2006,m,5-14,6,2006
ES,2006,m,55-64,105,2006
ES,2006,m,65+,175,2006
ES,2006,m,unknown,2,2006
ES,2007,f,0-14,12,2317
ES,2007,f,0-4,8,2317
ES,2007,f,15-24,164,2317
ES,2007,f,25-34,291,2317
ES,2007,f,35-44,136,2317
ES,2007,f,45-54,63,2317
ES,2007,f,5-14,4,2317
ES,2007,f,55-64,23,2317
ES,2007,f,65+,93,2317
ES,2007,f,unknown,2,2317
ES,2007,m,0-14,10,2317
ES,2007,m,0-4,4,2317
ES,2007,m,15-24,184,2317
ES,2007,m,25-34,375,2317
ES,2007,m,35-44,379,2317
ES,2007,m,45-54,257,2317
ES,2007,m,5-14,6,2317
ES,2007,m,55-64,128,2317
ES,2007,m,65+,191,2317
ES,2007,m,unknown,2,2317
ES,2008,f,0-14,13,2333
ES,2008,f,0-4,3,2333
ES,2008,f,15-24,168,2333
ES,2008,f,25-34,294,2333
ES,2008,f,35-44,173,2333
ES,2008,f,45-54,68,2333
ES,2008,f,5-14,10,2333
ES,2008,f,55-64,16,2333
ES,2008,f,65+,73,2333
ES,2008,f,unknown,1,2333
ES,2008,m,0-14,18,2333
ES,2008,m,0-4,9,2333
ES,2008,m,15-24,179,2333
ES,2008,m,25-34,355,2333
ES,2008,m,35-44,349,2333
ES,2008,m,45-54,268,2333
ES,2008,m,5-14,9,2333
ES,2008,m,55-64,157,2333
ES,2008,m,65+,200,2333
ES,2008,m,unknown,0,2333
ET,1995,f,0-14,283,9040
ET,1995,f,15-24,908,9040
ET,1995,f,25-34,781,9040
ET,1995,f,35-44,382,9040
ET,1995,f,45-54,152,9040
ET,1995,f,55-64,64,9040
ET,1995,f,65+,15,9040
ET,1995,m,0-14,247,9040
ET,1995,m,15-24,1221,9040
ET,1995,m,25-34,1017,9040
ET,1995,m,35-44,541,9040
ET,1995,m,45-54,276,9040
ET,1995,m,55-64,142,9040
ET,1995,m,65+,51,9040
ET,1996,f,0-14,369,13160
ET,1996,f,15-24,1564,13160
ET,1996,f,25-34,1147,13160
ET,1996,f,35-44,576,13160
ET,1996,f,45-54,246,13160
ET,1996,f,55-64,88,13160
ET,1996,f,65+,32,13160
ET,1996,m,0-14,302,13160
ET,1996,m,15-24,1739,13160
ET,1996,m,25-34,1609,13160
ET,1996,m,35-44,854,13160
ET,1996,m,45-54,427,13160
ET,1996,m,55-64,201,13160
ET,1996,m,65+,71,13160
ET,1997,f,0-14,687,15957
ET,1997,f,15-24,2469,15957
ET,1997,f,25-34,2173,15957
ET,1997,f,35-44,1039,15957
ET,1997,f,45-54,481,15957
ET,1997,f,55-64,192,15957
ET,1997,f,65+,108,15957
ET,1997,m,0-14,579,15957
ET,1997,m,15-24,2810,15957
ET,1997,m,25-34,2520,15957
ET,1997,m,35-44,1365,15957
ET,1997,m,45-54,736,15957
ET,1997,m,55-64,401,15957
ET,1997,m,65+,193,15957
ET,1998,f,0-14,832,18864
ET,1998,f,15-24,3016,18864
ET,1998,f,25-34,2434,18864
ET,1998,f,35-44,1220,18864
ET,1998,f,45-54,519,18864
ET,1998,f,55-64,194,18864
ET,1998,f,65+,55,18864
ET,1998,m,0-14,715,18864
ET,1998,m,15-24,2643,18864
ET,1998,m,25-34,3187,18864
ET,1998,m,35-44,1610,18864
ET,1998,m,45-54,839,18864
ET,1998,m,55-64,429,18864
ET,1998,m,65+,171,18864
ET,1999,f,0-14,798,21597
ET,1999,f,15-24,3310,21597
ET,1999,f,25-34,2949,21597
ET,1999,f,35-44,1539,21597
ET,1999,f,45-54,713,21597
ET,1999,f,55-64,225,21597
ET,1999,f,65+,69,21597
ET,1999,m,0-14,692,21597
ET,1999,m,15-24,3916,21597
ET,1999,m,25-34,3673,21597
ET,1999,m,35-44,1925,21597
ET,1999,m,45-54,1045,21597
ET,1999,m,55-64,471,21597
ET,1999,m,65+,230,21597
ET,2000,f,0-14,1037,30510
ET,2000,f,15-24,4699,30510
ET,2000,f,25-34,4424,30510
ET,2000,f,35-44,2105,30510
ET,2000,f,45-54,976,30510
ET,2000,f,55-64,366,30510
ET,2000,f,65+,122,30510
ET,2000,m,0-14,915,30510
ET,2000,m,15-24,5095,30510
ET,2000,m,25-34,5187,30510
ET,2000,m,35-44,3082,30510
ET,2000,m,45-54,1495,30510
ET,2000,m,55-64,610,30510
ET,2000,m,65+,397,30510
ET,2001,f,0-14,1107,33028
ET,2001,f,15-24,5109,33028
ET,2001,f,25-34,4830,33028
ET,2001,f,35-44,2372,33028
ET,2001,f,45-54,1014,33028
ET,2001,f,55-64,338,33028
ET,2001,f,65+,111,33028
ET,2001,m,0-14,913,33028
ET,2001,m,15-24,5730,33028
ET,2001,m,25-34,5594,33028
ET,2001,m,35-44,3233,33028
ET,2001,m,45-54,1581,33028
ET,2001,m,55-64,742,33028
ET,2001,m,65+,354,33028
ET,2002,f,0-14,1614,36541
ET,2002,f,15-24,5607,36541
ET,2002,f,25-34,5692,36541
ET,2002,f,35-44,2685,36541
ET,2002,f,45-54,935,36541
ET,2002,f,55-64,323,36541
ET,2002,f,65+,136,36541
ET,2002,m,0-14,1251,36541
ET,2002,m,15-24,6764,36541
ET,2002,m,25-34,5669,36541
ET,2002,m,35-44,3128,36541
ET,2002,m,45-54,1544,36541
ET,2002,m,55-64,821,36541
ET,2002,m,65+,372,36541
ET,2003,f,0-14,1387,39698
ET,2003,f,15-24,5936,39698
ET,2003,f,25-34,5908,39698
ET,2003,f,35-44,2780,39698
ET,2003,f,45-54,1239,39698
ET,2003,f,55-64,412,39698
ET,2003,f,65+,137,39698
ET,2003,m,0-14,1110,39698
ET,2003,m,15-24,6923,39698
ET,2003,m,25-34,6648,39698
ET,2003,m,35-44,3737,39698
ET,2003,m,45-54,2022,39698
ET,2003,m,55-64,976,39698
ET,2003,m,65+,483,39698
ET,2004,f,0-14,1367,41430
ET,2004,f,15-24,6422,41430
ET,2004,f,25-34,6091,41430
ET,2004,f,35-44,2984,41430
ET,2004,f,45-54,1284,41430
ET,2004,f,55-64,414,41430
ET,2004,f,65+,124,41430
ET,2004,m,0-14,1160,41430
ET,2004,m,15-24,7167,41430
ET,2004,m,25-34,7002,41430
ET,2004,m,35-44,4060,41430
ET,2004,m,45-54,1988,41430
ET,2004,m,55-64,911,41430
ET,2004,m,65+,456,41430
ET,2005,f,0-14,1326,38525
ET,2005,f,15-24,5885,38525
ET,2005,f,25-34,5663,38525
ET,2005,f,35-44,2730,38525
ET,2005,f,45-54,1296,38525
ET,2005,f,55-64,513,38525
ET,2005,f,65+,155,38525
ET,2005,m,0-14,1109,38525
ET,2005,m,15-24,6726,38525
ET,2005,m,25-34,6181,38525
ET,2005,m,35-44,3454,38525
ET,2005,m,45-54,1985,38525
ET,2005,m,55-64,1027,38525
ET,2005,m,65+,475,38525
ET,2006,f,0-14,1178,36674
ET,2006,f,15-24,5238,36674
ET,2006,f,25-34,5326,36674
ET,2006,f,35-44,2704,36674
ET,2006,f,45-54,1324,36674
ET,2006,f,55-64,510,36674
ET,2006,f,65+,159,36674
ET,2006,m,0-14,978,36674
ET,2006,m,15-24,6137,36674
ET,2006,m,25-34,5950,36674
ET,2006,m,35-44,3567,36674
ET,2006,m,45-54,2016,36674
ET,2006,m,55-64,1066,36674
ET,2006,m,65+,521,36674
ET,2007,f,0-14,1229,38040
ET,2007,f,15-24,5426,38040
ET,2007,f,25-34,5507,38040
ET,2007,f,35-44,2850,38040
ET,2007,f,45-54,1429,38040
ET,2007,f,55-64,502,38040
ET,2007,f,65+,213,38040
ET,2007,m,0-14,1055,38040
ET,2007,m,15-24,6522,38040
ET,2007,m,25-34,6114,38040
ET,2007,m,35-44,3545,38040
ET,2007,m,45-54,2038,38040
ET,2007,m,55-64,1051,38040
ET,2007,m,65+,559,38040
ET,2008,f,0-14,1167,40794
ET,2008,f,15-24,5490,40794
ET,2008,f,25-34,5893,40794
ET,2008,f,35-44,3251,40794
ET,2008,f,45-54,1553,40794
ET,2008,f,55-64,616,40794
ET,2008,f,65+,322,40794
ET,2008,m,0-14,978,40794
ET,2008,m,15-24,6512,40794
ET,2008,m,25-34,6794,40794
ET,2008,m,35-44,4067,40794
ET,2008,m,45-54,2290,40794
ET,2008,m,55-64,1176,40794
ET,2008,m,65+,685,40794
FI,1995,f,0-14,1,244
FI,1995,f,15-24,1,244
FI,1995,f,25-34,6,244
FI,1995,f,35-44,7,244
FI,1995,f,45-54,4,244
FI,1995,f,55-64,10,244
FI,1995,f,65+,65,244
FI,1995,m,0-14,1,244
FI,1995,m,15-24,1,244
FI,1995,m,25-34,10,244
FI,1995,m,35-44,25,244
FI,1995,m,45-54,28,244
FI,1995,m,55-64,24,244
FI,1995,m,65+,61,244
FI,1996,f,0-14,0,240
FI,1996,f,15-24,4,240
FI,1996,f,25-34,5,240
FI,1996,f,35-44,3,240
FI,1996,f,45-54,7,240
FI,1996,f,55-64,6,240
FI,1996,f,65+,58,240
FI,1996,m,0-14,0,240
FI,1996,m,15-24,2,240
FI,1996,m,25-34,5,240
FI,1996,m,35-44,24,240
FI,1996,m,45-54,26,240
FI,1996,m,55-64,23,240
FI,1996,m,65+,77,240
FI,1997,f,0-14,0,186
FI,1997,f,15-24,2,186
FI,1997,f,25-34,6,186
FI,1997,f,35-44,2,186
FI,1997,f,45-54,5,186
FI,1997,f,55-64,5,186
FI,1997,f,65+,35,186
FI,1997,m,0-14,0,186
FI,1997,m,15-24,1,186
FI,1997,m,25-34,5,186
FI,1997,m,35-44,22,186
FI,1997,m,45-54,24,186
FI,1997,m,55-64,26,186
FI,1997,m,65+,53,186
FI,1998,f,0-14,0,188
FI,1998,f,15-24,3,188
FI,1998,f,25-34,4,188
FI,1998,f,35-44,9,188
FI,1998,f,45-54,4,188
FI,1998,f,55-64,12,188
FI,1998,f,65+,40,188
FI,1998,m,0-14,0,188
FI,1998,m,15-24,4,188
FI,1998,m,25-34,4,188
FI,1998,m,35-44,9,188
FI,1998,m,45-54,15,188
FI,1998,m,55-64,21,188
FI,1998,m,65+,63,188
FI,1999,f,0-14,0,179
FI,1999,f,15-24,2,179
FI,1999,f,25-34,6,179
FI,1999,f,45-54,11,179
FI,1999,f,55-64,5,179
FI,1999,f,65+,39,179
FI,1999,m,0-14,0,179
FI,1999,m,25-34,4,179
FI,1999,m,35-44,13,179
FI,1999,m,45-54,26,179
FI,1999,m,55-64,20,179
FI,1999,m,65+,53,179
FI,2000,f,0-14,0,205
FI,2000,f,15-24,1,205
FI,2000,f,25-34,5,205
FI,2000,f,35-44,3,205
FI,2000,f,45-54,4,205
FI,2000,f,55-64,6,205
FI,2000,f,65+,49,205
FI,2000,m,0-14,0,205
FI,2000,m,15-24,3,205
FI,2000,m,25-34,8,205
FI,2000,m,35-44,22,205
FI,2000,m,45-54,19,205
FI,2000,m,55-64,28,205
FI,2000,m,65+,53,205
FI,2001,f,0-14,0,150
FI,2001,f,15-24,3,150
FI,2001,f,25-34,4,150
FI,2001,f,35-44,5,150
FI,2001,f,45-54,8,150
FI,2001,f,55-64,10,150
FI,2001,f,65+,22,150
FI,2001,m,0-14,0,150
FI,2001,m,15-24,1,150
FI,2001,m,25-34,9,150
FI,2001,m,35-44,13,150
FI,2001,m,45-54,17,150
FI,2001,m,55-64,13,150
FI,2001,m,65+,43,150
FI,2002,f,0-14,0,130
FI,2002,f,15-24,4,130
FI,2002,f,25-34,3,130
FI,2002,f,35-44,0,130
FI,2002,f,45-54,3,130
FI,2002,f,55-64,6,130
FI,2002,f,65+,26,130
FI,2002,m,0-14,0,130
FI,2002,m,15-24,0,130
FI,2002,m,25-34,5,130
FI,2002,m,35-44,8,130
FI,2002,m,45-54,17,130
FI,2002,m,55-64,20,130
FI,2002,m,65+,36,130
FI,2003,f,0-14,0,138
FI,2003,f,15-24,2,138
FI,2003,f,25-34,10,138
FI,2003,f,35-44,3,138
FI,2003,f,45-54,6,138
FI,2003,f,55-64,5,138
FI,2003,f,65+,31,138
FI,2003,m,0-14,0,138
FI,2003,m,15-24,2,138
FI,2003,m,25-34,3,138
FI,2003,m,35-44,8,138
FI,2003,m,45-54,19,138
FI,2003,m,55-64,17,138
FI,2003,m,65+,29,138
FI,2004,f,0-14,0,124
FI,2004,f,15-24,1,124
FI,2004,f,25-34,0,124
FI,2004,f,35-44,3,124
FI,2004,f,45-54,4,124
FI,2004,f,55-64,3,124
FI,2004,f,65+,15,124
FI,2004,m,0-14,0,124
FI,2004,m,15-24,1,124
FI,2004,m,25-34,5,124
FI,2004,m,35-44,7,124
FI,2004,m,45-54,17,124
FI,2004,m,55-64,13,124
FI,2004,m,65+,33,124
FI,2005,f,0-14,0,130
FI,2005,f,0-4,0,130
FI,2005,f,15-24,3,130
FI,2005,f,25-34,4,130
FI,2005,f,35-44,1,130
FI,2005,f,45-54,0,130
FI,2005,f,5-14,0,130
FI,2005,f,55-64,6,130
FI,2005,f,65+,20,130
FI,2005,f,unknown,0,130
FI,2005,m,0-14,1,130
FI,2005,m,0-4,0,130
FI,2005,m,15-24,5,130
FI,2005,m,25-34,4,130
FI,2005,m,35-44,3,130
FI,2005,m,45-54,14,130
FI,2005,m,5-14,1,130
FI,2005,m,55-64,11,130
FI,2005,m,65+,25,130
FI,2005,m,unknown,0,130
FI,2006,f,0-14,0,84
FI,2006,f,0-4,0,84
FI,2006,f,15-24,2,84
FI,2006,f,25-34,4,84
FI,2006,f,35-44,3,84
FI,2006,f,45-54,4,84
FI,2006,f,5-14,0,84
FI,2006,f,55-64,1,84
FI,2006,f,65+,19,84
FI,2006,f,unknown,0,84
FI,2006,m,0-14,0,84
FI,2006,m,0-4,0,84
FI,2006,m,15-24,5,84
FI,2006,m,25-34,6,84
FI,2006,m,35-44,5,84
FI,2006,m,45-54,9,84
FI,2006,m,5-14,0,84
FI,2006,m,55-64,6,84
FI,2006,m,65+,20,84
FI,2006,m,unknown,0,84
FI,2007,f,0-14,0,85
FI,2007,f,0-4,0,85
FI,2007,f,15-24,6,85
FI,2007,f,25-34,4,85
FI,2007,f,35-44,2,85
FI,2007,f,45-54,5,85
FI,2007,f,5-14,0,85
FI,2007,f,55-64,0,85
FI,2007,f,65+,13,85
FI,2007,f,unknown,0,85
FI,2007,m,0-14,0,85
FI,2007,m,0-4,0,85
FI,2007,m,15-24,4,85
FI,2007,m,25-34,5,85
FI,2007,m,35-44,5,85
FI,2007,m,45-54,10,85
FI,2007,m,5-14,0,85
FI,2007,m,55-64,7,85
FI,2007,m,65+,24,85
FI,2007,m,unknown,0,85
FI,2008,f,0-14,0,104
FI,2008,f,0-4,0,104
FI,2008,f,15-24,4,104
FI,2008,f,25-34,3,104
FI,2008,f,35-44,2,104
FI,2008,f,45-54,4,104
FI,2008,f,5-14,0,104
FI,2008,f,55-64,2,104
FI,2008,f,65+,14,104
FI,2008,f,unknown,0,104
FI,2008,m,0-14,0,104
FI,2008,m,0-4,0,104
FI,2008,m,15-24,3,104
FI,2008,m,25-34,5,104
FI,2008,m,35-44,8,104
FI,2008,m,45-54,13,104
FI,2008,m,5-14,0,104
FI,2008,m,55-64,11,104
FI,2008,m,65+,35,104
FI,2008,m,unknown,0,104
FJ,1994,f,0-14,0,62
FJ,1994,f,15-24,4,62
FJ,1994,f,25-34,6,62
FJ,1994,f,35-44,3,62
FJ,1994,f,45-54,6,62
FJ,1994,f,55-64,7,62
FJ,1994,f,65+,1,62
FJ,1994,m,0-14,2,62
FJ,1994,m,15-24,8,62
FJ,1994,m,25-34,6,62
FJ,1994,m,35-44,2,62
FJ,1994,m,45-54,3,62
FJ,1994,m,55-64,11,62
FJ,1994,m,65+,3,62
FJ,1995,f,0-14,1,68
FJ,1995,f,15-24,10,68
FJ,1995,f,25-34,9,68
FJ,1995,f,35-44,2,68
FJ,1995,f,45-54,3,68
FJ,1995,f,55-64,4,68
FJ,1995,f,65+,3,68
FJ,1995,m,0-14,0,68
FJ,1995,m,15-24,8,68
FJ,1995,m,25-34,10,68
